,BRANCH_ELASTICITY,Fruit_Ei,Fruit_area,Fruit_nb,INSERTION_ANGLE,INTERNODE_FLENGTH,Internode_Ei,Internode_area,Internode_nb,LONGGU_PEAK_POSITION,Leaf_Ei,Leaf_area,Leaf_nb,ORCHARD,PHYLLOTAXY,SEED,clear_sky,isolated
0,0.0441645859622,0.000534919424076,0.0617127127,13.0,4.41819707043,0.16794235436,0.000103004617293,0.0111881158,654.0,0.873824561289,0.0400211180234,1.2579172171,496.0,0.0,295.326713558,1.0,0.0,1.0
1,0.0793381741641,0.202693036581,0.0712070398,15.0,63.5879493759,3.59968093131,0.179630913103,0.1906513107,497.0,0.0235684859024,0.47121958704,1.0378068747,385.0,0.0,156.532888126,1.0,0.0,1.0
2,0.0863571656911,0.107119779981,0.0664598596,14.0,40.145104419,2.07895076454,0.0828472140128,0.1102355614,506.0,0.30535709139,0.28736974848,1.0529926346,398.0,0.0,199.88789791,1.0,0.0,1.0
3,0.0145634693945,0.220447210747,0.0712070503,15.0,69.9827742281,4.3651359182,0.231664945271,0.2025940346,456.0,0.281789871108,0.511196538127,0.8861158628,345.0,0.0,82.2830309202,1.0,0.0,1.0
4,0.0487089064233,0.135715039552,0.0712070169,15.0,12.5868428584,2.68611471425,0.128585177653,0.1394697321,490.0,0.0422573299246,0.38928879947,1.012942225,378.0,0.0,144.563629068,1.0,0.0,1.0
5,0.0581724185377,0.232007695286,0.0712070733,15.0,71.1399856232,4.06394971515,0.234858770245,0.2047895739,481.0,0.14178142949,0.376396885488,0.9775641471,369.0,0.0,12.554862615,1.0,0.0,1.0
6,0.00349591516631,0.00173922063079,0.0949426126,20.0,23.18815548,0.407049749708,0.00580146213003,0.0266927797,663.0,0.400815859373,0.0534612061027,1.2887894343,519.0,0.0,169.100791929,1.0,0.0,1.0
7,0.0448982569506,0.0573439310009,0.0569656015,12.0,50.0351015952,1.81122687395,0.0880497955961,0.1247628062,667.0,0.768656857664,0.306665742721,1.3099828689,509.0,0.0,260.709669342,1.0,0.0,1.0
8,0.099923705928,0.0335214567979,0.0712069648,15.0,3.81146864784,0.825396808904,0.0126990460661,0.0436654041,496.0,0.00926531482704,0.138249345741,1.0358043834,384.0,0.0,198.957693353,1.0,0.0,1.0
9,0.0853969765107,0.203322789036,0.0712070514,15.0,89.4301045353,4.17978773337,0.193264816946,0.1873375838,450.0,0.206764276878,0.504063218376,0.8504041756,338.0,0.0,116.149083209,1.0,0.0,1.0
10,0.0794948409838,0.121344075142,0.0712070088,15.0,16.9881448204,2.47490040165,0.106364922138,0.1238053487,481.0,0.128094983907,0.378206678013,0.9710562413,369.0,0.0,89.5145282738,1.0,0.0,1.0
11,0.0508804000578,0.201951105009,0.0712070446,15.0,8.22798215591,3.10834953096,0.15859526735,0.1301803863,432.0,0.247792349235,0.383339538225,0.7838203666,321.0,0.0,179.275967885,1.0,0.0,1.0
12,0.00971629587651,0.0163693643507,0.0712069562,15.0,87.4955023727,0.656731538368,0.0237860387198,0.032852553,481.0,0.194253133209,0.133364735395,0.9710560942,369.0,0.0,189.186064208,1.0,0.0,1.0
13,0.0316655099979,0.236228359278,0.0712070553,15.0,70.1266853538,4.72836170895,0.262334635752,0.2455083235,490.0,0.0532568908592,0.469670193766,1.0129420965,378.0,0.0,39.4474970582,1.0,0.0,1.0
14,0.0136220081073,4.32288460375e-06,0.071206976,15.0,79.9078322996,0.202926720245,0.000973640936386,0.010735424,496.0,0.0101836554355,0.0567263413404,1.0358042704,384.0,0.0,218.81084436,1.0,0.0,1.0
15,0.0348947384917,0.181908863567,0.0996898527,21.0,50.8759727815,3.40353155828,0.20215982318,0.3086345129,907.0,0.550063804461,0.288756074675,1.8044388127,718.0,0.0,349.58598675,1.0,0.0,1.0
16,0.0281615016004,0.207601535379,0.0712070442,15.0,81.1741057938,3.68404455278,0.198847722866,0.1703066043,453.0,0.287265205706,0.482862635253,0.8801082854,342.0,0.0,206.819763724,1.0,0.0,1.0
17,0.081088456637,0.15746377664,0.0949427351,20.0,50.765724239,4.42229938823,0.182997387772,0.2924364629,664.0,0.412563446325,0.468814918558,1.2994696048,520.0,0.0,240.349590754,1.0,0.0,1.0
18,0.00981581253311,0.0024546926996,0.0759540878,16.0,47.9487471708,0.610730585147,0.0079538653276,0.0479028089,787.0,0.520913842873,0.0851723325339,1.5314283905,612.0,0.0,298.902158435,1.0,0.0,1.0
19,0.0229647287306,0.204963832722,0.0759542022,16.0,49.2513907704,4.86919465109,0.224567933945,0.255503956,539.0,0.342713245562,0.520664226258,1.0111064965,415.0,0.0,202.393766283,1.0,0.0,1.0
20,0.0434890944453,0.149566394365,0.0522184689,11.0,8.11231333249,2.37912834183,0.143689143864,0.1813622379,731.0,0.677536909928,0.204324941679,1.4928797254,570.0,0.0,349.187879952,1.0,0.0,1.0
21,0.071009159425,0.140056824555,0.071207002,15.0,61.888901268,1.95235727966,0.155803636677,0.0975459123,480.0,0.11776618997,0.248200087076,0.9690534569,368.0,0.0,26.9647953412,1.0,0.0,1.0
22,0.00457791293279,0.214166788963,0.0712070896,15.0,24.4638820745,4.4010621796,0.195475164097,0.2285141069,490.0,0.0663114231851,0.454609793166,1.0129421564,378.0,0.0,177.051031286,1.0,0.0,1.0
23,0.0516806331889,0.149013538447,0.0712070028,15.0,4.89467512273,2.70051455454,0.12718143712,0.1402174188,490.0,0.0605312603953,0.373185718981,1.012942203,378.0,0.0,197.659643101,1.0,0.0,1.0
24,0.0965146586408,0.136007766773,0.0569656507,12.0,29.0417539708,4.93695046397,0.172779736041,0.5293032908,995.0,0.598566043763,0.417615504863,2.1722353856,802.0,0.0,59.6344573711,1.0,0.0,1.0
25,0.0186988641427,0.0838993626581,0.1281725874,27.0,75.8224935485,2.52530222673,0.106969919152,0.2985762457,1143.0,0.45150907353,0.294917077685,2.4158755106,928.0,0.0,247.745641872,1.0,0.0,1.0
26,0.0872901904612,0.0852764228103,0.1281726517,27.0,27.476034541,4.050141578,0.112144993602,0.4734081841,1129.0,0.460688722388,0.349645169015,2.379162326,914.0,0.0,107.619259406,1.0,0.0,1.0
27,0.0406778076413,0.153012932477,0.0712069708,15.0,85.4131516662,1.51737126113,0.150264759915,0.058996297,411.0,0.220085252155,0.175563345745,0.7113957604,300.0,0.0,342.087710668,1.0,0.0,1.0
28,0.00352055514931,0.152273493584,0.0712070282,15.0,63.648786626,3.01866524513,0.170757426145,0.1626511682,506.0,0.000306315884039,0.44110156481,1.0623376658,394.0,0.0,95.0822462226,1.0,0.0,1.0
29,0.0181564620582,0.0406505022378,0.0712069558,15.0,22.5450993242,0.964536165271,0.0324419866024,0.0500810383,490.0,0.0624431854133,0.15992144453,1.0129421023,378.0,0.0,190.31854977,1.0,0.0,1.0
30,0.0506062388642,0.00633747510375,0.0664598277,14.0,15.4244347329,0.838316352943,0.0107134429244,0.0962943069,1102.0,0.562171661062,0.0803036624348,2.3352739569,891.0,0.0,298.270858852,1.0,0.0,1.0
31,0.0390726739045,0.151581052827,0.0617127268,13.0,68.5024557959,2.36408502022,0.148959083818,0.2371027706,958.0,0.634514853516,0.213057662029,2.0157049097,765.0,0.0,9.25686114192,1.0,0.0,1.0
32,0.0444389287644,0.093014961553,0.0712069799,15.0,77.9259850776,1.57688093641,0.0724854458168,0.0818756298,490.0,0.0399232891791,0.285952903585,1.0129420746,378.0,0.0,239.297611432,1.0,0.0,1.0
33,0.0356761897948,0.184642653471,0.1281726631,27.0,37.272633633,3.57446170967,0.209608239792,0.3234779781,900.0,0.442828555595,0.269057419608,1.8087777139,718.0,0.0,5.43653005518,1.0,0.0,1.0
34,0.0241836699191,0.161048329543,0.0617127667,13.0,75.7050462501,3.28858863792,0.188341200126,0.219077663,654.0,0.875286091289,0.417895024109,1.2579173752,496.0,0.0,182.755061772,1.0,0.0,1.0
35,0.0787872005795,0.0691550511658,0.1281726084,27.0,41.557422942,3.01526289252,0.0839583179509,0.3819841324,1253.0,0.482001927446,0.282138128287,2.5483756015,1005.0,0.0,215.104198064,1.0,0.0,1.0
36,0.0590916109224,0.15065200916,0.0474713679,10.0,48.2953982224,3.75677576665,0.188928296559,0.4089843172,1004.0,0.610742674259,0.349328741899,2.2097826742,811.0,0.0,30.1525967281,1.0,0.0,1.0
37,0.0554373991858,0.178393366666,0.0712070476,15.0,41.8875252688,3.63074044282,0.217857944617,0.1678424489,453.0,0.285653160253,0.427732016113,0.8801082792,342.0,0.0,309.377850035,1.0,0.0,1.0
38,0.0696324022139,0.0946109105568,0.056965593,12.0,33.8485946567,2.3902933124,0.0946899276146,0.1642115474,664.0,0.852914733451,0.333332754642,1.3039753355,506.0,0.0,86.8681815238,1.0,0.0,1.0
